Load (kN),Torque (Nm),Vibration RMS (mm/s),Temperature (°C),Wear (mm),Lubrication Index,Efficiency (%),Cycles in Use,RUL (cycles)
68.14,246.1,11.405,102.35,1.7925,0.4625,86.38,51868,0
62.52,267.96,8.657,102.53,1.0944,0.4172,87.97,42025,294
68.42,259.64,5.447,84.32,0.6302,0.7431,91.83,18638,22553
66.25,231.79,13.907,103.04,2.2618,0.3457,83.52,75445,337
74.8,274.2,14.743,117.59,2.8546,0.1865,81.19,85966,285
62.01,214.53,4.454,87.45,0.0976,0.9314,93.92,3756,82599
51.55,191.08,4.392,89.98,0.1362,0.7764,93.34,6604,79729
42.11,167.54,1.748,70.92,0.0533,0.989,96.11,2199,88352
19.65,70.81,2.537,65.01,0.025,1.0,95.7,3422,88647
63.59,216.96,14.556,114.01,2.2603,0.1249,83.39,73829,0
33.51,123.61,3.279,59.85,0.0389,1.0,95.58,3026,87775
37.96,128.42,5.755,82.74,0.5871,0.5667,93.24,32182,41053
69.59,252.26,8.693,86.82,1.186,0.7774,88.49,34098,0
8.12,40.0,6.085,75.14,0.1971,0.5039,94.2,47829,83973
55.33,233.54,14.228,107.28,2.6704,0.2283,80.9,89031,88
44.72,181.32,4.21,66.2,0.2709,0.9527,95.13,12278,75450
51.92,202.11,13.46,101.67,2.7066,0.1993,81.5,100000,0
57.06,238.18,8.087,93.92,1.2887,0.5464,88.21,49623,298
48.87,227.66,5.284,73.67,0.4255,0.7445,93.82,18688,54905
55.35,188.1,5.291,91.76,0.2009,0.6511,92.31,9002,71396
35.51,142.78,7.598,95.11,0.8736,0.4965,89.16,49969,6877
41.61,156.42,6.913,79.57,0.5748,0.5999,92.15,35926,29283
30.52,106.71,7.918,79.75,0.7676,0.4922,91.75,57904,18731
62.88,216.74,3.361,64.68,0.1186,1.0,95.7,3960,82870
41.77,143.05,12.532,105.5,1.8321,0.1925,85.12,96884,0
59.94,253.2,6.589,77.77,0.4564,0.6788,93.1,19637,37147
50.15,171.46,10.859,92.42,1.1058,0.3119,89.41,54602,403
55.12,195.74,3.713,79.42,0.2292,0.9123,93.71,8604,74838
60.01,184.76,9.345,103.75,1.0963,0.4172,87.9,47480,417
60.99,248.03,8.117,90.08,0.7438,0.7529,90.24,30934,951
61.3,266.79,8.236,91.38,0.842,0.7142,90.29,25134,4127
60.68,239.28,9.656,99.4,0.8055,0.4431,89.72,31898,0
26.31,74.75,5.762,89.15,0.4952,0.5142,90.33,45496,51337
68.15,260.17,7.339,89.97,0.6121,0.6654,90.74,16629,28860
62.34,246.26,8.82,97.76,1.1683,0.5371,88.52,40123,846
44.18,184.09,3.525,75.69,0.3118,0.8771,92.79,17349,67176
41.61,164.43,2.464,63.12,0.0113,0.9547,95.84,486,89357
37.68,116.75,7.378,88.44,0.7843,0.5365,90.77,37166,26415
46.22,161.77,8.151,102.34,0.9439,0.4814,88.77,52608,0
65.23,249.19,3.884,86.68,0.1524,0.9074,93.14,4501,81043
54.57,197.02,13.603,101.07,1.8942,0.206,84.44,85360,32
22.8,71.37,3.588,72.54,0.1082,0.8096,95.87,10340,85555
41.84,179.5,9.85,97.81,1.1561,0.3801,88.29,59003,0
33.77,107.51,3.497,73.11,0.1485,0.8164,95.06,7910,84000
47.69,176.54,3.006,75.32,0.0176,0.9877,95.03,686,88405
47.62,188.97,2.318,67.98,0.2851,0.9973,94.38,11706,74142
89.41,331.52,5.753,103.02,0.379,0.7812,90.48,10564,42267
60.22,214.4,14.042,110.34,2.537,0.4684,81.81,76211,360
48.36,175.23,7.78,93.13,0.7929,0.6398,90.62,31254,15017
62.81,234.53,6.183,90.04,0.7567,0.7043,90.34,32201,0
59.57,233.03,2.068,77.07,0.0329,0.997,94.52,1080,88206
31.34,144.93,5.264,71.42,0.2336,0.7281,94.31,13770,79604
74.4,271.24,8.235,102.01,0.8548,0.7134,89.55,21008,0
42.19,141.42,2.303,59.37,0.0869,1.0,95.68,4033,87365
28.26,112.05,6.365,77.15,0.2054,0.8281,94.4,14117,81175
58.99,218.63,12.008,89.7,1.9917,0.4964,86.11,61049,125
17.83,73.42,5.448,70.47,0.214,0.5185,95.01,31370,78127
34.38,126.05,2.987,64.99,0.1538,0.8882,95.41,8685,82970
45.64,167.66,9.596,103.41,1.1801,0.4327,87.94,53530,799
28.78,110.95,6.847,74.81,0.4955,0.5102,92.63,31167,59679
40.69,125.21,4.916,70.72,0.0416,0.9197,95.69,1816,87445
55.35,225.49,9.793,97.67,1.3558,0.4727,88.5,43723,198
56.56,224.05,5.142,87.18,0.4737,0.7518,91.66,14885,53463
48.53,157.39,6.438,79.83,1.0129,0.5999,90.25,48572,0
59.2,221.44,5.168,93.68,0.1908,0.9171,93.2,6038,78103
34.74,96.04,3.605,83.43,0.4071,0.7225,93.3,27582,60728
44.69,169.53,6.058,80.46,0.7992,0.6643,91.5,37979,11016
8.0,40.0,2.888,64.07,0.0216,1.0,96.4,5246,89442
32.94,130.87,2.198,73.13,0.0741,0.8728,95.51,4332,87109
23.72,90.64,6.32,71.26,0.4068,0.6121,94.16,36242,67575
15.02,40.0,4.771,54.92,0.1432,0.8066,97.28,20014,85123
62.39,247.67,5.833,86.53,0.2284,0.8279,93.41,9569,69066
81.89,314.77,10.132,107.53,1.329,0.5232,88.65,40911,0
50.35,196.29,4.758,77.96,0.3472,0.7987,92.98,14868,64170
50.31,165.49,13.447,90.19,2.2218,0.247,85.89,100000,0
42.16,145.73,6.288,77.38,0.5218,0.7219,93.08,28376,45598
65.23,250.61,5.302,96.4,0.2416,0.7634,92.33,8976,67241
27.38,84.08,4.966,67.59,0.2263,0.7675,94.33,17909,79371
38.11,142.71,3.469,75.25,0.2298,0.8827,94.54,11719,78854
72.02,298.33,3.959,77.25,0.0473,0.968,95.27,1478,86972
59.22,186.82,8.101,88.35,1.431,0.7266,88.74,42838,0
59.13,211.09,9.349,90.83,1.4353,0.5112,87.85,51585,0
37.06,117.69,3.237,63.16,0.0294,1.0,96.21,1644,88922
41.9,150.39,2.673,70.61,0.0913,0.9949,95.31,5141,85836
66.66,238.87,6.993,91.86,0.9205,0.8364,90.67,24491,0
21.74,84.8,4.104,66.07,0.1864,0.818,95.45,15588,83313
25.98,85.73,3.929,53.63,0.0256,1.0,96.32,1768,89248
34.66,131.37,3.218,66.4,0.0244,0.998,96.01,1518,89700
25.78,67.63,1.055,65.9,0.1632,0.9957,94.63,11691,84490
20.38,93.36,4.969,68.83,0.1818,0.8444,96.21,17001,83632
41.21,184.39,4.738,73.04,0.052,0.9478,95.06,3169,86635
77.13,298.17,10.841,113.79,1.5535,0.5668,85.89,40444,0
33.29,120.64,2.909,67.69,0.0219,1.0,94.39,1441,88018
44.55,193.76,3.804,70.67,0.2178,0.7539,94.63,9935,76335
19.1,72.78,6.382,80.32,0.6928,0.4154,91.91,72437,47692
35.09,144.95,10.314,98.51,1.3435,0.3323,88.09,67558,188
57.01,197.72,13.339,112.5,2.0735,0.3175,83.86,85271,0
21.7,95.52,8.408,83.91,0.749,0.3841,92.65,64800,41505
8.0,40.56,1.947,61.95,0.0354,0.9797,95.6,7873,89823
32.41,117.71,5.493,73.87,0.3036,0.8217,93.76,20735,72603
54.62,217.16,13.371,90.08,2.4692,0.4649,82.69,97104,0
8.0,40.0,5.57,58.25,0.1586,0.5826,95.55,37503,86795
39.19,129.07,5.409,72.92,0.4531,0.6588,92.9,20848,61481
37.86,140.23,5.251,80.34,0.3375,0.6568,93.72,18658,66840
43.48,178.87,3.194,82.29,0.2713,0.7299,92.38,15340,69519
36.7,121.54,2.566,77.84,0.2139,1.0,93.36,11864,80276
66.58,235.89,3.757,86.03,0.4374,0.8029,92.28,14015,49320
46.29,156.08,4.133,79.78,0.2696,0.7473,94.27,15225,67274
38.64,142.54,6.791,83.05,0.5062,0.6608,92.05,24584,56067
37.01,185.36,5.491,79.35,0.4301,0.6329,92.89,31210,50364
65.69,198.66,3.762,87.03,0.1866,0.99,93.7,6890,76165
64.28,248.81,11.007,107.4,1.4664,0.3485,85.61,52785,0
38.85,157.83,3.687,79.0,0.0335,0.9324,94.66,2019,87681
71.27,287.9,6.526,99.79,0.448,0.843,90.66,12366,50877
44.25,150.93,6.815,75.59,0.6317,0.6348,91.63,34640,24257
42.6,168.42,3.897,78.57,0.39,0.8086,93.4,20821,61446
26.24,130.41,4.308,77.15,0.1792,0.776,94.35,14450,82098
48.08,218.2,5.785,77.96,0.6167,0.8008,93.11,22575,45909
43.51,171.08,8.697,97.8,0.9451,0.4341,89.63,53964,0
46.05,167.73,1.41,68.9,0.1197,0.9301,96.37,6298,82888
43.94,146.04,8.695,86.26,1.0384,0.6036,90.5,41380,0
40.79,129.24,2.28,71.12,0.0971,0.889,93.94,6306,83389
66.32,232.98,4.492,80.33,0.3495,1.0,92.58,9593,69247
48.32,180.49,7.945,89.47,0.6254,0.6091,90.81,22832,38646
43.74,145.17,4.691,86.56,0.4488,0.604,92.17,27108,44581
38.24,123.05,3.405,61.38,0.0215,1.0,95.99,1134,89359
36.63,139.14,8.546,84.03,0.8349,0.6384,91.75,40519,26252
58.04,203.96,7.995,88.54,1.0707,0.6486,88.97,47196,284
67.96,278.55,2.856,79.09,0.167,0.9289,93.76,4733,79394
52.55,205.05,8.85,84.01,1.0542,0.6111,90.33,37375,256
35.42,127.13,4.614,78.73,0.2847,0.9035,93.61,14639,77444
43.42,165.93,4.351,78.86,0.2373,0.7421,93.48,13856,70567
54.01,198.39,3.381,82.24,0.1496,0.9203,94.55,6035,80465
38.36,143.42,8.164,84.11,0.7795,0.642,90.92,40989,23121
36.42,131.98,7.255,83.32,0.8446,0.4324,91.37,55649,0
60.03,250.09,6.056,86.11,0.3219,0.7936,92.36,11437,64256
31.61,133.15,2.931,67.97,0.0837,1.0,95.23,4918,87488
67.46,266.08,14.834,114.17,3.0479,0.2781,80.32,100000,0
46.96,183.56,5.127,98.2,0.4707,0.8044,90.96,18983,57960
53.28,232.91,4.204,80.21,0.3104,0.7438,92.9,14605,61017
47.6,180.5,6.765,80.88,0.4872,0.578,92.72,23772,41209
29.68,115.27,7.904,91.55,0.7478,0.3817,91.09,56791,19301
36.72,134.89,3.454,75.49,0.1238,0.7888,94.59,7749,82887
66.94,250.83,11.108,107.15,1.2737,0.4058,88.65,43982,673
36.22,164.99,4.516,74.52,0.3429,0.7812,94.43,17902,72091
26.3,119.44,6.593,67.04,0.3255,0.7125,93.97,26051,73761
25.8,122.02,11.608,93.2,1.4693,0.212,87.23,100000,0
26.58,76.49,4.521,74.31,0.3267,0.7625,93.49,32331,69327
53.25,217.18,4.889,90.36,0.4988,0.6795,91.31,18180,48634
43.82,153.76,2.149,74.15,0.0538,0.9942,94.48,2483,87755
53.16,215.94,2.705,75.83,0.1447,1.0,94.03,6659,81392
42.54,150.64,11.314,86.68,1.779,0.2801,86.65,100000,217
39.51,169.29,9.324,88.21,1.3462,0.5732,87.5,59988,321
30.56,112.13,1.079,69.83,0.0038,1.0,96.77,245,90447
48.28,195.3,8.067,85.7,1.1967,0.5033,89.07,42731,362
62.65,230.55,8.582,96.92,1.2219,0.5895,88.63,36728,0
37.82,144.07,1.959,71.89,0.2209,1.0,94.4,14901,77347
52.78,201.13,6.361,87.0,0.4257,0.7064,92.02,17123,53383
84.1,313.14,9.403,102.07,1.1329,0.5971,88.77,23687,0
41.93,170.97,7.265,88.2,0.4881,0.5838,91.79,25052,48447
21.53,73.86,4.416,75.64,0.1078,0.6442,93.76,11985,84310
55.52,233.02,11.67,101.34,1.6764,0.3216,86.62,57812,411
53.51,224.1,4.314,82.56,0.052,0.8457,94.35,1881,87528
8.0,72.48,3.018,62.04,0.0551,0.6976,96.35,14290,89599
32.72,136.72,4.271,72.3,0.1669,0.7739,94.0,11256,80778
55.37,206.12,8.444,83.38,0.9645,0.3844,91.32,42028,0
43.72,154.04,1.203,65.17,0.0609,1.0,95.99,3144,86682
43.13,162.99,2.362,70.35,0.1268,0.966,93.81,5288,84445
64.17,246.53,7.284,89.17,0.4654,0.7867,92.04,16434,42943
65.97,277.43,3.518,74.3,0.3256,0.8496,93.8,9422,65513
39.72,159.61,7.075,89.62,0.6669,0.4843,92.5,37558,22511
16.8,40.0,3.292,68.57,0.0971,0.7413,95.12,11595,86974
78.24,306.21,4.335,90.29,0.1158,0.9597,93.35,2861,83582
42.54,207.07,2.613,64.15,0.1624,0.9253,94.55,8043,80856
35.24,149.42,3.622,77.28,0.3299,0.9004,93.2,17040,75029
59.17,239.82,4.035,78.26,0.2571,0.863,94.08,9127,72016
20.44,79.94,7.771,84.65,0.9108,0.4523,89.42,81351,30678
35.95,136.18,5.498,71.25,0.8559,0.6333,92.5,43922,22178
31.72,125.26,5.82,74.66,0.5163,0.6095,93.95,41068,46215
35.57,114.61,3.403,64.15,0.0673,0.9943,97.22,4518,87479
40.87,153.59,9.75,102.19,1.7038,0.3031,85.74,100000,420
54.77,215.14,3.369,67.99,0.2624,0.9234,94.63,9867,73063
56.24,220.76,11.309,99.69,1.7875,0.4854,85.54,65849,0
30.1,79.17,2.272,68.07,0.1979,0.8133,95.8,12699,81007
26.4,98.9,1.096,60.97,0.0579,0.987,96.73,4713,88082
26.97,107.3,7.101,81.11,0.5475,0.4807,92.61,41609,52866
37.67,136.78,2.009,67.59,0.206,0.7623,94.96,13100,77788
22.79,113.15,1.493,68.1,0.0443,0.9735,95.44,3900,89578
55.91,200.52,6.812,88.74,0.647,0.8217,92.19,21903,36586
39.11,114.69,3.847,70.18,0.0776,0.9498,95.07,3718,86727
52.37,202.14,3.494,52.3,0.0676,1.0,97.64,2344,86324
36.34,139.21,6.738,73.57,0.8784,0.5858,91.67,42752,19228
42.2,152.75,4.778,80.83,0.2094,0.7959,93.28,10123,77600
24.78,81.95,3.245,74.4,0.2012,0.7716,95.03,20786,79538
36.54,139.88,8.468,85.9,0.7399,0.4207,91.94,38204,25932
50.59,202.74,8.085,87.19,0.6524,0.5707,90.79,33877,5771
90.76,336.88,7.288,105.02,0.677,0.8887,89.77,13493,20069
48.59,163.63,2.679,52.79,0.0692,1.0,97.59,2929,87309
37.4,145.03,7.896,96.87,1.2003,0.3621,88.3,68577,136
14.94,64.1,6.659,91.94,0.7061,0.4166,90.38,100000,50483
39.35,136.65,2.446,86.6,0.0357,0.7821,93.56,2158,88579
42.52,141.58,4.372,65.25,0.1977,0.9303,95.8,8452,80701
50.64,179.24,10.47,105.47,1.808,0.272,84.97,76211,0
71.39,274.81,13.475,109.22,2.3787,0.366,82.63,84568,3
49.34,194.17,3.716,78.27,0.0519,0.9598,94.38,2249,87495
20.85,100.16,5.473,65.56,0.6918,0.5677,92.96,59361,52898
48.51,162.93,10.143,96.16,1.3252,0.4267,87.86,55958,0
43.51,184.53,5.407,91.18,0.6054,0.7327,91.29,26492,44094
51.97,195.31,4.849,66.25,0.0738,0.9961,95.31,3658,84496
47.19,177.16,10.011,80.81,1.4957,0.5557,88.33,73237,993
31.99,119.92,8.1,73.72,0.6268,0.4123,93.56,38998,39857
25.41,91.31,5.307,72.82,0.53,0.7217,94.34,36486,64238
26.34,117.78,6.207,76.89,0.6552,0.6321,92.37,48030,49758
22.37,84.23,3.9,53.82,0.0164,1.0,97.64,1267,90100
55.7,213.64,2.049,74.1,0.074,1.0,95.41,2598,86182
59.21,238.89,6.059,94.95,0.7513,0.6225,88.77,32860,0
42.43,183.14,4.628,80.83,0.4656,0.7776,92.3,20443,60739
39.23,154.11,3.236,73.59,0.1746,0.9372,95.83,8624,81623
55.15,206.02,4.6,86.3,0.3525,0.8059,91.49,11495,66871
33.3,139.35,4.954,70.23,0.1863,0.949,94.69,13756,80178
80.59,314.79,10.986,110.35,1.5298,0.5557,85.72,47040,0
45.23,167.84,2.652,77.67,0.1525,0.9281,94.51,6779,81656
28.05,118.83,3.327,77.01,0.1574,0.8013,94.45,13548,81959
29.28,85.68,4.984,71.32,0.4379,0.672,93.69,36194,59108
31.18,106.87,7.15,91.13,0.6533,0.4947,89.65,42989,38513
32.68,108.87,8.748,81.41,0.9782,0.464,90.65,55921,3125
49.58,147.51,3.604,78.06,0.1022,0.8371,94.62,4686,84012
65.24,246.96,4.161,78.95,0.084,1.0,94.53,2905,85325
22.99,87.76,3.389,68.04,0.2893,0.7824,94.9,22350,80126
37.0,147.05,3.171,61.77,0.0427,0.9453,96.63,2167,88722
35.05,127.51,6.321,80.96,0.5106,0.5534,91.25,32974,46827
56.96,202.38,6.468,91.24,0.3012,0.7561,91.51,10843,67098
25.03,99.49,2.669,53.0,0.1981,0.9109,97.2,14431,83262
49.83,166.8,2.39,67.94,0.028,0.9151,95.99,1315,87902
37.53,136.43,3.432,76.61,0.1118,0.9748,94.11,6734,84223
76.93,302.94,6.016,86.78,0.1213,0.9699,94.0,2842,82559
47.82,168.48,3.214,75.61,0.13,0.9181,94.01,5252,83741
52.85,250.53,4.83,81.81,0.8837,0.7809,91.6,32380,4934
59.34,229.82,2.761,67.21,0.0708,1.0,96.09,2552,85558
36.15,155.41,4.325,69.19,0.3693,0.7136,95.23,19102,68325
57.85,180.78,5.141,74.41,0.5834,0.8693,92.68,24809,30037
51.08,227.21,11.01,101.6,1.6259,0.4545,86.88,65309,0
8.0,42.8,2.485,43.8,0.0305,0.8882,97.85,9068,88933
26.89,100.77,3.674,70.33,0.1615,0.954,94.47,14538,83688
49.8,188.13,7.456,93.4,0.679,0.6189,90.51,34428,7385
44.87,172.31,7.36,88.75,0.5607,0.725,90.77,23142,48904
63.66,258.72,9.575,105.94,1.6828,0.3813,85.52,69469,189
54.72,247.99,5.692,89.05,0.5643,0.7416,91.72,18669,45415
55.02,188.38,3.901,80.9,0.2922,1.0,93.27,9603,73590
33.13,117.6,3.56,73.52,0.0082,1.0,96.39,459,88970
48.77,187.85,3.27,77.54,0.0888,0.9937,94.1,4305,85499
57.37,219.7,11.98,102.9,1.8667,0.3693,85.05,85764,1179
54.57,233.59,3.699,83.67,0.2292,0.9045,94.45,11029,71126
71.57,247.79,4.097,83.7,0.0184,0.8862,93.6,646,88502
31.96,132.32,2.725,71.6,0.1937,0.7981,94.79,10679,80851
34.22,147.37,5.923,78.87,0.5576,0.6586,92.83,34680,47935
36.39,183.57,7.796,84.65,0.8292,0.4436,91.11,48716,4943
29.31,120.16,2.372,75.76,0.2318,0.9463,93.94,14012,82086
52.64,196.27,6.908,81.45,0.5666,0.78,92.08,20503,44861
59.92,219.88,9.796,98.03,1.5053,0.4809,87.03,47025,0
16.97,56.6,3.308,53.98,0.0092,0.9395,98.0,1404,90116
60.31,204.46,10.917,105.22,1.5313,0.3269,85.08,58955,88
29.07,108.35,3.286,65.29,0.0538,0.8624,96.0,4651,87916
46.42,177.43,3.687,70.65,0.0838,0.9318,96.13,4779,84451
73.57,258.0,10.043,107.29,1.5645,0.5453,87.05,37143,55
46.05,175.6,8.31,78.79,0.9419,0.5477,91.82,45114,67
65.81,258.61,6.952,88.09,0.8806,0.7946,90.88,26546,499
54.18,186.24,10.39,90.16,1.124,0.5173,90.16,46226,0
54.48,230.2,12.544,104.25,2.0756,0.4815,84.11,68605,117
35.8,115.44,2.116,63.64,0.055,0.9489,96.29,2828,87884
32.77,85.96,1.874,56.73,0.0872,1.0,96.67,5008,86957
32.06,113.83,4.248,70.08,0.099,0.8594,94.94,6429,85769
51.16,198.51,5.65,78.12,0.5615,0.8189,93.35,23672,41678
21.99,97.17,5.353,52.61,0.0275,0.8506,97.4,3361,88701
62.1,246.94,15.48,105.62,3.3221,0.3832,79.04,100000,605
47.87,164.81,6.365,83.05,0.8064,0.524,90.21,40030,322
68.62,247.27,5.453,85.23,0.3852,0.9898,92.54,10242,64577
60.3,204.33,4.661,90.04,0.272,0.7032,91.94,10897,63914
81.13,272.33,15.389,119.94,2.5919,0.3472,80.81,61217,591
59.77,227.37,4.564,85.66,0.302,0.8695,92.14,8882,71492
14.56,59.55,4.23,94.91,0.4331,0.4374,91.39,63145,69648
35.89,89.34,7.955,92.21,0.5986,0.4965,91.6,36662,36205
47.87,208.67,7.05,88.93,0.697,0.6121,89.82,28939,23854
24.4,73.99,3.899,62.64,0.2006,0.7374,95.06,19230,81053
35.38,141.83,6.032,74.71,0.4494,0.8038,93.18,24324,63783
12.49,70.19,4.587,79.03,0.3406,0.4975,93.4,63180,76129
9.38,40.0,2.556,70.01,0.0376,0.9616,94.9,9973,89345
34.68,116.47,7.623,104.73,0.8913,0.2209,89.46,68824,37
42.13,193.3,8.057,90.18,0.4552,0.5599,92.51,21771,53647
60.21,208.4,15.503,88.25,3.1377,0.2691,79.64,100000,228
14.84,66.84,2.758,65.39,0.0277,1.0,95.83,3219,89595
65.22,243.55,8.16,97.45,0.9273,0.6583,89.6,28302,0
74.98,300.46,3.121,81.72,0.0829,1.0,94.13,2152,85164
51.31,203.64,4.057,79.36,0.2546,0.8364,94.43,10358,72351
74.15,313.89,6.83,93.76,0.6162,0.8351,90.03,17456,24195
59.73,220.59,6.15,88.61,0.4361,0.7674,92.94,18931,42402
53.01,212.51,13.306,113.44,2.6011,0.2703,81.94,94935,812
32.93,122.17,9.437,93.21,1.3072,0.3007,87.96,84013,1006
53.7,194.7,6.341,93.02,0.4562,0.6479,91.78,18865,46312
52.38,187.47,4.718,85.79,0.2368,0.8082,92.73,8908,74701
67.18,260.77,6.825,95.27,0.5018,0.6577,91.92,19275,25699
53.51,196.59,14.766,114.61,3.0491,0.3358,78.83,100000,129
11.16,79.44,4.252,68.86,0.1597,0.6217,95.74,33410,85392
32.09,123.83,5.063,63.59,0.2688,0.8471,95.01,16183,77740
93.19,345.42,5.742,92.93,0.6108,0.9685,90.41,13803,21348
64.02,281.64,4.589,75.38,0.2192,0.825,93.82,9042,69066
55.15,203.85,4.891,90.02,0.3105,0.7198,92.92,13769,61731
49.54,171.87,6.556,85.82,0.4103,0.7251,91.81,21355,48908
51.25,223.69,4.969,85.77,0.0619,0.981,94.51,2714,85777
22.8,93.76,2.464,68.42,0.0405,0.8205,95.09,3195,88238
45.48,188.59,6.099,83.49,0.5379,0.6646,92.05,24762,44082
52.25,202.5,3.505,73.85,0.0974,0.8886,95.46,3685,84473
45.46,170.0,3.34,62.31,0.0437,1.0,96.69,1888,88189
48.24,220.37,4.17,80.33,0.1575,0.8513,94.3,5680,82644
61.79,242.24,10.589,110.11,1.444,0.3662,86.13,60790,0
30.0,94.88,4.822,79.95,0.4684,0.8142,92.38,28785,66799
45.68,168.85,7.76,95.12,0.8756,0.4783,90.05,49432,0
24.38,94.13,1.674,67.69,0.0647,1.0,94.44,5081,88541
90.94,325.23,18.834,127.13,4.3404,0.3638,73.18,100000,369
62.79,248.34,3.601,85.41,0.1358,0.9273,93.85,4855,79459
30.89,142.61,3.617,70.33,0.0146,0.9238,94.81,863,89376
36.86,136.73,8.462,88.98,1.052,0.4549,90.11,52198,10
39.19,164.85,5.922,88.09,0.7791,0.558,90.07,34847,27517
33.99,89.61,6.358,78.14,0.3394,0.6238,92.82,25808,62372
68.44,215.7,16.045,111.68,3.1015,0.2785,79.57,98058,0
33.27,136.86,5.607,68.5,0.4712,0.7884,93.96,25105,65264
28.27,92.36,5.451,74.35,0.5998,0.6133,93.19,42523,50533
39.4,115.1,3.284,69.4,0.1972,0.9578,95.45,9402,81356
26.45,59.46,4.692,74.75,0.198,0.7489,93.96,13876,82588
25.14,134.19,9.339,84.51,1.0007,0.2459,91.18,70652,7797
44.92,169.69,10.248,96.37,1.7406,0.3154,86.97,74036,0
19.59,100.32,5.281,82.36,0.4415,0.4286,92.75,59646,58185
54.84,207.92,4.338,81.46,0.2109,0.8998,93.3,8313,75118
47.38,170.4,5.717,88.27,0.4566,0.7153,92.03,22560,49310
29.28,128.54,5.012,86.67,0.3889,0.4554,93.27,33390,58611
31.1,129.11,3.276,63.6,0.0672,0.925,96.02,4908,87291
39.02,166.27,6.316,87.5,0.424,0.6635,92.51,27775,52233
47.3,170.83,5.642,88.42,0.4903,0.6731,90.92,21636,48956
39.22,139.3,3.48,72.81,0.0138,0.8562,94.99,666,89664
66.3,249.69,4.756,88.37,0.1463,0.884,93.33,4940,78718
39.45,175.06,4.864,80.95,0.5058,0.6631,92.41,27491,49562
39.17,122.35,4.329,74.42,0.486,0.8115,92.87,32143,47734
25.8,87.16,4.676,77.8,0.3145,0.5989,93.33,31077,67775
67.29,261.08,9.498,95.86,1.3414,0.5094,86.42,47347,1140
56.38,225.46,5.983,78.12,0.4303,0.8011,92.76,19099,46674
25.01,100.38,3.026,60.17,0.0321,0.9561,95.38,2796,88417
28.27,112.46,3.263,54.24,0.0207,1.0,97.01,1469,88951
56.89,205.51,3.696,84.36,0.0383,0.9573,94.01,1330,87366
43.54,160.91,7.314,75.42,0.355,0.8226,93.34,17231,66162
65.24,257.69,5.81,83.14,0.0626,0.8231,94.2,2317,85001
42.04,186.91,3.422,81.23,0.2208,0.8422,93.92,11943,76559
30.99,124.36,7.138,79.1,0.5236,0.5583,93.02,34430,53289
79.82,319.07,5.841,91.27,0.6194,0.9196,91.05,14481,32210
59.57,192.09,3.004,73.43,0.3469,0.8717,93.92,11530,64846
38.3,110.25,6.418,89.35,0.2099,0.7757,93.94,10120,79946
23.38,95.96,9.062,95.05,0.8518,0.2175,89.95,81698,9424
37.65,163.67,6.45,85.01,0.8454,0.4593,89.86,50842,619
22.99,107.44,9.373,91.25,0.8418,0.3247,90.29,77782,20393
53.76,189.33,6.39,75.9,0.6572,0.6993,91.31,23689,29845
19.55,98.86,3.963,73.56,0.1855,0.7422,93.98,24479,81111
52.87,203.8,3.757,78.96,0.4439,0.819,93.07,18210,54430
65.92,259.2,13.382,102.31,2.664,0.3096,80.88,79928,102
50.15,205.29,7.439,90.74,0.9394,0.582,89.14,32572,184
51.31,176.36,4.016,84.04,0.3782,0.9447,92.84,15922,63811
9.46,40.0,5.047,74.15,0.1014,0.592,95.97,19910,87986
54.15,245.26,6.693,87.6,0.7418,0.6908,91.55,33432,209
47.22,169.84,6.022,89.13,0.5356,0.6708,91.42,24813,42579
50.13,186.44,4.707,65.38,0.0396,1.0,96.83,1642,88233
34.9,123.23,6.798,83.52,0.6399,0.6145,92.1,35293,43002
57.77,213.04,5.383,97.34,0.6628,0.796,89.51,22575,29263
47.71,178.21,4.934,88.48,0.5904,0.703,90.49,23352,42789
42.96,156.55,10.109,90.76,1.1035,0.4347,88.33,48081,277
40.05,141.9,5.314,75.05,0.4846,0.6076,93.2,26266,50317
39.4,155.46,5.052,71.25,0.3061,0.9235,95.23,15664,73594
60.38,241.06,6.129,84.12,0.4989,0.7526,92.22,18721,40859
41.96,145.73,3.569,71.4,0.1839,0.8592,94.54,10942,78221
42.97,158.84,10.584,92.42,1.1104,0.3832,88.34,57930,0
73.2,267.74,7.183,93.52,1.2235,0.6763,89.26,40995,160
40.4,142.84,3.655,64.43,0.1032,0.8971,95.34,4566,84733
45.03,186.47,3.387,66.06,0.1548,0.9865,95.98,8043,81071
34.57,112.02,4.954,82.28,0.2699,0.8193,93.54,16675,74790
71.5,256.98,6.668,87.65,0.6526,0.9077,90.9,18894,25631
57.47,211.41,3.256,62.99,0.1036,0.971,95.97,3720,84417
42.95,151.0,3.97,79.71,0.3555,0.9501,93.36,14860,72154
47.3,160.7,3.61,70.42,0.2044,0.9707,94.39,7616,79766
45.87,162.34,11.121,96.75,1.334,0.3686,88.51,52332,118
28.89,110.51,2.797,60.72,0.0268,0.9556,97.01,2319,89165
45.94,170.89,3.513,73.08,0.1567,0.9223,93.78,8119,80168
62.58,252.86,7.824,92.72,0.7751,0.6165,89.85,27240,0
36.84,134.99,4.427,70.8,0.086,1.0,95.13,4418,86815
39.44,144.56,2.642,73.22,0.0903,0.7812,94.37,6003,84206
45.83,158.68,7.41,83.9,0.7665,0.5468,91.65,40206,0
