Load (kN),Torque (Nm),Vibration RMS (mm/s),Temperature (°C),Wear (mm),Lubrication Index,Efficiency (%),Cycles in Use,RUL (cycles)
55.91,214.05,10.267,101.59,1.8776,0.2283,87.39,100000,0
42.43,211.48,6.253,68.46,0.4065,0.7086,94.67,28219,71607
91.58,365.3,6.158,99.86,0.5289,0.7504,92.41,19069,36234
36.45,134.2,3.776,59.66,0.167,0.8473,96.35,16863,89781
26.99,86.41,2.863,61.84,0.2199,0.7596,97.61,25534,88884
35.28,120.54,2.546,60.05,0.0361,1.0,97.99,2850,98857
49.01,208.54,8.678,81.46,1.2917,0.3892,91.73,79786,2
48.89,232.2,5.811,77.21,0.4494,0.6586,94.49,29476,60155
66.02,280.64,2.895,74.94,0.1374,1.0,96.3,6099,92633
50.56,222.92,5.349,77.6,0.4329,0.6289,96.01,24806,64754
41.09,189.69,2.96,69.86,0.0678,0.9631,96.96,4290,96155
58.69,198.27,1.768,64.12,0.0095,1.0,96.76,531,99439
70.97,302.24,3.716,82.57,0.6166,0.8202,93.21,29870,32826
53.73,234.2,5.264,84.19,0.5786,0.6661,93.96,31365,48057
65.64,249.24,5.606,76.5,0.6415,0.7782,94.43,26290,45013
51.5,230.08,3.877,84.2,0.1074,0.8349,94.42,6081,94010
45.32,180.25,4.515,73.23,0.3646,0.7895,95.23,27747,72263
62.57,259.44,3.402,78.05,0.0429,0.8643,95.62,1745,98119
54.12,264.94,4.949,74.02,0.4607,0.7256,94.03,28190,58184
68.08,306.36,4.579,77.39,0.5798,0.7789,93.76,24224,48357
77.76,338.75,7.937,94.77,0.8524,0.5257,91.01,31948,673
47.96,209.99,8.024,78.48,1.0476,0.3949,92.03,67750,394
61.64,241.41,7.666,83.68,1.2875,0.5147,91.11,56985,0
69.22,279.65,10.402,104.98,2.4269,0.3123,85.7,100000,0
57.39,243.29,10.901,94.95,1.8585,0.2816,88.35,100000,135
59.18,228.25,7.274,81.12,0.9181,0.4341,91.98,44394,55
52.58,204.38,10.397,96.36,1.522,0.2379,88.71,93994,58
54.6,216.68,7.559,79.01,1.2879,0.4918,91.29,60586,0
59.39,291.66,5.261,75.86,0.6274,0.6853,94.01,39013,24429
39.06,187.62,2.965,58.72,0.029,1.0,98.32,2351,98215
19.43,83.12,2.763,53.37,0.0085,1.0,98.59,1509,98846
48.42,180.54,6.018,89.67,0.7648,0.4336,92.63,54531,0
46.96,198.76,5.226,72.18,0.2994,0.7874,96.11,20180,79240
79.16,330.3,11.41,96.26,1.5833,0.3961,90.08,50558,925
55.33,266.94,4.181,62.15,0.1907,0.8986,96.36,11259,86222
60.12,283.47,5.246,78.54,0.3306,0.756,96.05,15207,75341
42.59,160.48,4.805,79.61,0.4177,0.6094,94.53,36138,60264
39.27,178.98,7.159,79.32,0.8935,0.3485,92.77,74069,229
34.98,135.36,1.384,62.6,0.0283,1.0,96.25,2756,99035
27.32,95.44,5.733,68.12,0.5668,0.5606,94.08,59302,61888
63.08,289.57,7.404,84.53,0.9682,0.5689,92.91,47253,0
55.52,239.22,3.369,72.41,0.1763,0.9381,96.37,11374,88306
76.59,376.26,4.463,71.76,0.3925,0.9411,94.79,13165,73721
59.89,246.26,2.34,62.24,0.0258,0.9705,97.37,1427,98510
54.37,209.68,2.867,70.08,0.0092,0.9257,96.15,476,99398
14.34,50.0,2.235,61.2,0.0994,0.8303,96.99,19446,97392
84.35,355.43,4.322,88.7,0.0998,0.8306,95.05,3013,93966
50.7,189.9,3.401,66.97,0.0922,1.0,96.85,6470,95334
12.49,50.0,2.933,60.96,0.2544,0.575,96.2,56274,90624
54.06,203.66,4.506,70.27,0.4566,0.5986,94.61,25391,58224
35.4,134.54,5.337,69.82,0.3557,0.7058,94.81,30124,77757
34.76,132.14,3.931,61.69,0.0589,0.9241,97.4,6228,96190
54.8,239.72,6.49,76.43,1.1042,0.5605,91.71,52923,396
39.43,159.29,6.732,79.66,0.6725,0.3566,94.08,60744,18250
68.48,282.72,4.696,74.11,0.5953,0.7976,95.44,22228,51961
47.92,189.78,9.363,74.21,1.1141,0.3564,92.74,73103,0
57.2,209.62,6.701,90.67,1.0889,0.3582,91.19,55897,268
60.2,238.16,5.898,76.55,0.6355,0.5731,93.46,39427,14413
54.53,259.08,4.338,69.94,0.8052,0.7151,93.8,39736,27614
53.86,198.45,1.756,62.21,0.0617,0.9967,97.16,3341,96824
52.55,213.36,4.414,57.94,0.1934,0.9072,96.97,9476,89910
76.88,303.99,3.937,76.5,0.049,0.8969,96.39,2076,96839
65.19,282.21,2.337,66.88,0.0066,0.92,97.41,262,99553
37.57,144.56,3.599,57.87,0.0587,1.0,97.06,5170,97265
29.99,129.31,6.858,80.45,0.6706,0.3317,93.93,63730,41901
35.71,172.01,1.092,60.82,0.0913,0.9082,96.48,8228,95662
57.7,240.63,12.451,90.28,1.7171,0.2059,88.98,100000,0
30.12,112.85,4.139,65.79,0.2574,0.7405,96.42,27286,85698
38.25,187.42,2.238,61.33,0.1058,0.7853,96.6,8125,94966
25.83,101.26,2.127,62.38,0.1861,0.7505,95.1,20623,91565
66.77,292.01,3.747,76.02,0.1442,0.9489,96.13,7419,89904
61.93,249.74,10.897,92.62,2.0074,0.3256,87.95,100000,0
65.82,289.5,8.039,91.56,1.2006,0.4758,90.18,56372,0
41.45,188.38,1.632,68.75,0.0129,1.0,96.66,798,99595
18.34,110.05,4.561,72.82,0.5714,0.3727,94.92,88566,64343
34.97,139.56,5.401,71.15,0.4543,0.6564,94.28,38303,68984
25.75,129.7,2.121,61.34,0.0253,1.0,96.84,2579,99597
25.56,121.51,4.899,65.05,0.249,0.6291,95.62,33318,85031
70.46,292.15,6.272,88.13,0.6455,0.7178,93.48,31232,23056
45.56,171.59,4.858,65.23,0.1024,0.8686,96.5,7407,93277
55.21,199.81,5.247,75.97,0.7006,0.5671,94.3,42620,16391
69.86,288.91,3.511,66.46,0.071,0.9277,96.77,2733,95569
31.65,122.37,5.063,79.06,0.2471,0.6561,94.78,20168,86862
61.06,258.2,1.679,67.76,0.0066,1.0,96.41,299,100221
23.85,86.3,5.818,61.23,0.7231,0.4737,94.88,100000,39075
54.54,242.55,6.15,81.92,0.7726,0.583,92.82,41777,16625
69.22,285.78,4.285,80.15,0.1178,0.8444,95.34,5190,92921
29.49,126.66,2.567,68.01,0.1137,0.8878,96.51,12542,95339
64.91,242.04,2.385,60.58,0.1357,1.0,97.25,5251,93140
54.05,226.68,5.349,85.69,0.7206,0.6008,93.09,43652,17645
41.82,193.8,2.646,60.87,0.0265,0.9967,97.61,1821,99476
28.39,114.08,6.001,66.26,0.5098,0.5958,95.57,55054,64501
54.35,194.3,9.1,93.98,1.3114,0.282,89.73,85521,0
58.89,239.41,6.493,79.82,0.737,0.738,93.29,33869,34433
44.29,205.48,2.347,66.69,0.1164,0.8991,96.66,7184,94784
32.34,107.44,3.617,68.13,0.1355,0.7829,96.02,13393,92723
63.72,213.35,3.854,75.42,0.3876,0.7968,95.03,19459,66130
71.32,298.16,6.255,83.42,0.6019,0.6559,93.36,27838,28459
67.17,254.04,5.807,85.35,0.8331,0.641,91.98,33139,11494
78.6,295.59,6.026,84.83,0.6027,0.7943,93.26,24238,35120
38.27,158.62,4.265,68.56,0.1608,0.8088,95.82,12984,91029
24.53,133.64,4.847,71.69,0.617,0.3673,94.58,66469,57500
57.39,229.24,4.242,69.04,0.0495,0.9402,96.3,2547,97528
42.75,146.74,2.304,68.12,0.2785,0.8024,95.85,18835,83790
67.78,237.14,7.641,91.85,1.2064,0.5358,90.61,44825,0
31.33,135.35,0.845,65.22,0.0166,0.9598,97.12,1884,99591
32.65,141.36,3.482,73.52,0.36,0.7437,93.79,36658,77248
51.23,212.01,6.419,83.68,0.8211,0.597,92.27,51396,5191
53.15,242.13,4.587,81.38,0.557,0.6036,93.68,32438,44890
62.15,277.5,2.584,54.14,0.0074,1.0,97.67,391,99539
48.23,179.71,2.204,60.4,0.0968,1.0,97.59,5959,94519
15.49,87.08,2.244,54.1,0.0561,0.8193,98.39,12562,96736
112.13,472.56,5.175,97.15,0.3535,0.8288,93.63,7985,68223
50.6,204.82,9.013,91.4,1.4295,0.2171,89.6,98624,556
101.99,404.12,9.355,104.61,1.0498,0.5773,90.19,31632,0
47.73,182.17,2.048,58.87,0.167,0.9032,96.85,10571,90348
31.05,108.11,6.658,77.67,0.8651,0.312,91.91,79648,16235
44.29,213.34,5.724,71.13,0.6962,0.6376,94.6,40481,45414
69.81,284.32,4.887,69.69,0.2607,0.9294,95.71,10048,83910
61.15,257.81,3.594,78.19,0.2658,0.8598,95.32,14287,79654
55.54,190.46,3.741,74.35,0.1418,1.0,95.18,6673,94178
48.9,180.98,10.796,92.78,1.8357,0.2392,87.92,100000,0
52.33,204.65,5.204,74.33,0.4545,0.675,94.05,21851,68159
47.32,237.98,6.755,83.77,0.8846,0.4589,92.09,67917,1304
71.54,294.33,5.395,87.77,0.3368,0.6195,94.01,12762,70776
66.49,272.55,10.671,89.31,1.4269,0.4156,89.12,59164,0
33.04,111.05,2.03,60.32,0.0193,0.9285,97.72,1662,99209
23.41,85.39,6.616,93.35,0.8824,0.1241,91.28,100000,20711
27.93,104.49,6.769,81.23,0.7745,0.3061,92.45,72924,36823
43.59,204.91,3.639,71.52,0.1595,0.8217,95.95,13539,89006
53.98,179.81,7.756,83.08,0.9556,0.6146,91.98,44713,6230
49.01,170.96,6.12,82.91,0.7767,0.7036,92.77,41861,34957
61.34,261.22,9.185,93.3,1.6131,0.3983,89.14,69456,0
49.74,223.82,2.967,73.92,0.1587,0.8642,95.95,11013,89158
78.72,311.0,4.878,87.33,0.4802,0.8297,93.8,18794,53132
59.16,271.25,8.341,92.67,1.0039,0.4024,91.21,60074,0
50.32,208.26,5.084,75.38,0.6135,0.405,94.83,45231,17628
22.81,72.66,3.497,61.42,0.0925,0.7737,97.16,15000,94547
56.31,210.43,7.534,82.83,0.8732,0.5352,92.7,56071,125
58.98,252.48,2.572,64.19,0.0336,0.954,97.92,1443,98324
37.15,166.27,5.335,77.73,0.4902,0.573,93.71,45704,56149
29.19,72.73,4.883,61.19,0.0653,0.8245,97.51,6949,96390
69.71,279.97,3.919,73.13,0.2762,0.8734,95.31,10111,82063
32.57,104.16,3.051,59.62,0.2485,0.9537,96.41,20390,89904
52.98,221.77,4.504,68.2,0.3164,0.8594,96.05,17921,79629
50.54,208.61,3.176,57.6,0.412,0.8602,95.84,22055,73850
58.04,235.85,4.954,67.71,0.4356,0.7902,94.94,23609,63588
32.7,182.31,3.364,69.46,0.1282,0.7789,96.16,12083,93848
47.83,230.17,2.721,61.33,0.0892,0.9892,97.12,5779,95862
32.59,143.9,5.446,70.66,0.4351,0.5869,94.25,43893,66440
51.33,195.79,4.83,81.0,0.2371,0.7298,95.09,15324,81617
59.07,230.25,4.392,85.65,0.4621,0.703,93.4,21147,63371
66.12,302.05,6.437,82.84,0.7502,0.6501,93.02,31044,22076
76.91,296.14,11.153,95.91,1.8996,0.4743,87.78,72118,577
45.26,194.82,5.007,70.63,0.6376,0.5857,93.77,36884,48933
44.94,227.68,3.366,57.17,0.0202,1.0,97.09,1396,98790
72.91,272.15,9.172,93.75,1.3709,0.4727,89.46,54709,0
60.35,276.98,11.096,97.6,1.7625,0.1393,88.41,100000,0
72.27,315.93,5.308,79.19,0.5102,0.7299,93.78,19187,53857
85.15,364.17,12.104,104.5,2.3943,0.2997,85.0,100000,0
34.81,151.21,3.443,77.84,0.2515,0.6455,94.46,23778,83047
64.57,276.97,4.083,80.26,0.4517,0.6613,94.94,18464,62291
39.21,173.87,2.937,64.21,0.1491,0.9187,96.53,12077,91981
78.14,316.22,6.486,89.25,0.7805,0.6835,92.13,32149,172
28.62,128.97,4.036,70.55,0.0702,0.9368,96.67,7834,96733
66.52,269.53,1.909,78.65,0.0884,1.0,95.17,3326,95616
40.03,151.49,3.306,59.9,0.0107,0.9219,98.05,828,99158
59.98,243.77,4.851,73.27,0.1809,0.8746,95.8,10375,86896
72.83,300.51,5.268,79.8,0.4321,0.6977,94.67,15114,64308
38.41,196.11,3.91,71.72,0.3582,0.7736,95.54,24094,80804
23.57,121.34,1.203,63.93,0.0728,0.9994,96.26,10391,97106
45.34,193.57,9.791,86.55,1.5096,0.2483,89.33,100000,397
43.03,152.88,3.691,58.3,0.1232,0.8277,96.82,10349,92531
26.88,96.05,1.27,62.67,0.158,0.8779,96.02,17447,92818
13.83,91.21,2.888,49.88,0.0175,0.8875,98.67,3270,99001
71.9,276.39,2.56,76.06,0.2146,0.901,95.61,9059,85033
76.85,336.31,4.36,79.77,0.0403,0.9464,94.87,1486,97523
39.17,151.85,4.61,71.8,0.3833,0.734,94.64,24596,78665
44.73,199.97,6.367,80.79,0.6973,0.4949,92.71,41717,36217
64.54,274.27,3.633,78.8,0.1192,0.7721,95.26,6534,89970
64.82,275.84,4.111,77.32,0.3452,0.855,94.87,13762,77455
82.02,322.75,3.294,83.28,0.0153,0.8725,95.59,503,99315
61.19,264.4,7.32,84.89,1.2944,0.5324,91.75,54888,0
31.54,131.67,4.366,76.23,0.3862,0.6242,94.33,45419,68909
64.24,265.9,4.336,70.26,0.0444,0.8244,95.85,1960,97249
37.44,141.2,3.645,65.45,0.1461,0.8561,96.3,13618,90894
48.82,196.18,8.947,78.98,1.2519,0.333,91.47,93224,106
70.03,273.64,4.25,77.52,0.2804,0.8156,95.02,14929,72463
33.7,134.81,4.189,59.97,0.2408,0.8258,96.9,22410,86917
48.68,213.57,3.355,71.1,0.2334,0.8218,95.19,13166,87278
27.94,88.33,4.484,67.93,0.2781,0.6118,96.25,27200,85373
32.2,134.68,8.975,102.76,0.8779,0.1938,90.89,100000,0
40.16,156.78,8.919,87.77,1.4106,0.3091,89.46,100000,387
79.34,358.54,6.567,89.43,1.1517,0.6159,90.67,44712,7
50.6,204.83,3.329,70.04,0.2554,0.9635,95.21,15541,84841
97.59,408.21,6.841,98.62,0.6034,0.7244,92.61,20462,19990
67.19,289.76,4.492,77.31,0.2456,0.8973,95.43,13236,79641
67.68,318.34,10.376,98.38,1.8871,0.3221,87.85,100000,0
30.31,134.85,3.204,82.03,0.4242,0.6304,94.49,36905,76047
47.24,246.25,2.612,71.43,0.2645,0.7085,95.15,17877,79962
29.43,146.64,3.385,48.53,0.0032,0.9363,98.94,366,99896
44.42,184.34,3.78,62.07,0.274,0.7663,96.67,22049,78408
41.77,120.62,8.469,96.25,1.403,0.2566,90.92,100000,190
49.25,191.93,5.566,83.61,0.3819,0.6216,93.43,22211,71277
64.86,285.33,2.517,68.39,0.1467,0.9416,96.33,6042,92841
45.29,164.93,2.075,70.9,0.0099,1.0,97.03,670,100554
65.18,235.0,2.789,67.18,0.3302,0.9031,95.71,13141,79119
23.61,104.37,6.185,69.97,0.5439,0.3061,94.95,75115,55800
58.07,211.95,8.911,85.92,1.6924,0.407,89.06,100000,71
42.16,178.75,7.854,90.3,1.0741,0.2304,91.7,87214,0
54.56,225.2,6.336,88.33,0.7927,0.6101,92.12,39216,23351
65.53,245.21,5.381,81.07,0.5813,0.7196,93.33,24503,47963
24.05,138.86,2.898,58.97,0.2195,0.7941,95.4,26798,90066
76.44,307.55,5.974,74.04,0.6525,0.8085,94.15,23230,39713
46.51,214.93,5.334,82.36,0.6347,0.6274,92.6,36833,48528
83.51,376.59,4.791,89.24,0.4603,0.8697,92.25,16284,57846
51.28,200.18,4.953,72.8,0.6254,0.8283,94.44,33188,53800
73.78,351.42,4.572,79.27,0.0907,0.9086,96.11,3890,93647
51.08,197.36,3.173,68.94,0.1743,0.8735,95.79,9265,89857
54.81,227.97,7.973,87.41,1.0738,0.5577,91.45,54237,1578
52.09,224.7,7.733,81.91,1.4188,0.424,90.62,70224,254
46.05,165.17,4.641,75.87,0.3131,0.7379,94.99,23231,75167
45.37,186.99,1.012,56.5,0.0163,1.0,96.66,964,99611
54.06,239.98,9.31,81.33,1.3692,0.376,90.78,78508,427
59.87,258.24,6.819,83.57,0.7729,0.6574,93.29,36326,20962
54.2,254.01,2.069,72.99,0.2432,0.9138,96.12,16034,81281
59.35,225.5,3.665,78.55,0.5731,0.6962,94.33,27367,48288
22.67,90.36,2.385,66.55,0.142,0.8441,96.23,16852,95038
66.27,267.92,4.662,67.83,0.3907,0.8909,95.54,18784,69070
36.63,135.66,6.619,73.28,0.8426,0.4365,92.96,65361,17959
20.35,79.43,2.387,58.59,0.0323,0.904,97.79,5269,98810
83.26,354.06,4.749,81.43,0.0799,0.9038,94.31,3283,94090
75.38,302.48,3.103,75.2,0.0023,0.9729,95.85,82,99388
49.81,194.65,2.598,60.6,0.1861,1.0,96.57,11306,90275
69.25,297.44,2.884,74.38,0.1143,1.0,95.88,4784,94884
44.04,209.36,3.437,66.19,0.0913,1.0,96.99,7453,95159
41.55,196.64,4.15,60.45,0.0048,1.0,97.86,339,99554
39.3,174.62,5.008,68.3,0.0999,0.8413,96.4,7732,96603
38.48,138.68,5.395,67.85,0.1628,0.8724,96.49,12136,92076
45.34,170.81,0.745,65.96,0.0125,1.0,96.95,962,99001
37.15,143.73,3.793,77.52,0.3931,0.7609,94.16,28087,77735
10.0,50.0,2.998,67.22,0.0985,0.7048,96.86,25236,97735
46.7,201.1,3.594,64.94,0.0413,0.9226,96.62,3062,97593
32.55,123.91,4.761,66.03,0.3305,0.8372,96.49,27117,83768
55.35,240.66,13.066,86.54,2.0935,0.2893,87.39,100000,0
45.68,171.31,7.959,90.63,1.2582,0.3362,90.55,86724,126
61.43,280.57,2.869,64.62,0.0017,0.989,97.5,80,99447
50.23,208.39,5.987,76.93,0.7107,0.5856,93.48,47598,19395
27.2,124.29,3.212,55.66,0.1276,0.8864,96.68,13090,95594
27.21,115.47,1.895,45.5,0.0156,1.0,98.31,1973,99758
27.66,91.48,3.147,54.23,0.1091,0.8457,97.33,10529,95575
34.45,158.83,2.816,68.9,0.1329,0.7837,96.11,11647,93735
37.35,140.16,3.541,72.5,0.2988,0.7498,94.81,22223,83123
66.55,269.74,4.516,88.92,0.6062,0.7765,92.42,32460,31168
53.35,187.53,7.079,81.15,0.7831,0.534,93.12,41476,16739
16.5,53.65,2.794,47.0,0.0442,0.8783,98.57,8467,98524
34.24,128.49,2.537,55.89,0.1456,0.9837,97.68,11648,94137
49.34,194.45,2.534,69.25,0.2071,0.9573,95.14,11062,89920
31.92,140.17,2.031,70.69,0.1408,0.8104,96.28,13517,93461
51.46,222.17,10.345,80.69,1.7567,0.2772,89.86,100000,231
34.9,191.74,5.206,63.26,0.5986,0.5061,94.61,45145,55896
47.59,217.71,11.136,91.32,1.7794,0.2568,88.32,100000,310
39.76,204.11,4.43,81.66,0.4598,0.7568,93.38,35438,67525
52.02,194.92,3.766,71.65,0.2588,0.7634,95.0,15640,80347
75.93,317.88,6.499,81.24,0.3428,0.7533,95.61,14816,66515
66.07,307.2,5.216,83.68,0.404,0.7361,94.19,20117,60802
30.54,133.08,3.349,59.81,0.1597,0.9615,96.92,16180,92471
95.2,403.43,8.17,89.45,1.4456,0.6428,90.56,52865,442
71.25,311.77,4.371,83.15,0.3803,0.8084,95.05,18765,62163
37.65,129.84,2.482,57.51,0.1276,0.9468,96.39,10513,93569
34.41,171.91,5.151,82.22,0.4861,0.5133,93.28,44731,59521
56.13,216.12,6.951,79.93,0.8671,0.5322,91.92,57811,0
62.68,250.4,5.557,77.79,0.2827,0.7999,94.49,16364,73746
81.81,326.3,6.139,83.13,0.9771,0.8344,92.44,33061,0
59.15,250.17,3.037,76.73,0.0372,0.9921,96.11,1818,98200
38.05,167.4,2.956,67.89,0.2974,0.8783,95.27,22617,83513
40.87,162.64,2.86,63.79,0.0202,0.8763,97.57,1381,99876
61.28,232.04,3.517,71.28,0.0214,1.0,96.12,889,98069
25.87,83.68,4.327,59.91,0.2438,0.7555,95.49,28474,88581
76.9,309.74,4.035,78.01,0.2296,0.9121,95.17,10844,79534
40.2,184.08,6.157,81.05,0.4773,0.5624,93.72,40706,56020
67.27,239.62,7.926,87.17,1.2315,0.4391,90.48,67925,0
71.59,332.71,2.032,76.62,0.1191,0.9868,95.98,4503,94114
104.99,426.29,7.917,105.65,1.2912,0.613,89.45,38678,595
44.5,195.41,5.073,70.09,0.3129,0.744,95.7,21679,78089
45.0,194.23,3.976,65.46,0.0528,0.9577,96.48,3568,98376
44.07,173.77,6.718,74.93,0.5387,0.662,93.51,31631,61527
53.13,233.98,4.824,72.74,0.5505,0.7569,94.68,28207,57906
38.4,118.49,4.81,66.3,0.2692,0.7534,96.29,21748,82718
71.81,302.28,11.285,105.04,2.042,0.2724,87.14,78302,0
68.15,246.96,6.042,83.51,0.5226,0.6351,94.23,22087,48534
45.37,193.15,10.339,82.81,1.7836,0.3021,90.63,100000,0
37.21,172.44,4.694,70.57,0.2855,0.7537,93.89,21353,84910
42.15,159.84,4.897,67.54,0.0576,0.8631,96.58,3694,97505
41.56,231.67,1.898,68.88,0.2359,0.9139,95.63,19073,84974
58.89,265.94,2.665,64.32,0.1292,0.9078,95.93,6039,92847
53.48,241.18,5.459,82.24,0.5119,0.6307,93.48,27275,55175
64.79,269.1,6.719,76.53,0.6618,0.5083,93.68,35440,10270
76.77,313.71,6.471,90.18,0.5771,0.7478,92.67,18958,49675
55.38,257.32,2.393,78.03,0.0663,0.9214,96.41,3084,96657
60.68,297.86,4.833,65.03,0.3208,0.7949,95.73,18970,70965
94.21,377.93,4.188,90.78,0.0913,1.0,96.07,2549,93553
60.27,243.69,5.747,83.86,0.7983,0.5791,92.66,34383,18985
41.19,181.61,5.939,75.68,0.7133,0.5658,94.11,46872,39824
48.77,233.37,8.737,87.82,1.7341,0.2713,89.69,98407,80
20.02,64.16,2.331,46.43,0.0294,1.0,98.78,4833,99649
59.82,227.1,3.499,78.01,0.542,0.7704,94.11,22806,59851
40.11,139.34,3.697,62.64,0.278,0.8265,95.79,25148,79817
33.97,159.97,6.551,82.84,1.033,0.3033,91.85,76715,0
34.43,161.72,5.145,66.25,0.3468,0.8423,95.51,29608,81386
70.58,266.16,4.118,81.63,0.1225,0.8907,95.35,4718,92089
45.34,224.93,3.018,65.27,0.2598,0.9499,96.58,17200,85853
63.76,237.22,6.83,87.22,0.5756,0.4525,93.77,31906,21048
56.94,222.67,5.422,77.64,0.7728,0.715,93.67,36148,30373
53.61,195.62,8.566,78.1,1.0467,0.5638,93.04,59649,0
43.1,195.65,3.0,57.76,0.0759,0.9715,97.0,5972,96823
58.92,275.73,9.666,98.81,1.7391,0.3779,88.25,90812,0
42.33,197.36,2.563,68.3,0.0277,0.8682,96.33,1829,98974
52.82,219.89,10.087,90.07,1.4321,0.3365,89.44,100000,511
69.91,294.98,8.392,99.13,1.0942,0.3924,90.49,58509,0
73.71,307.9,6.036,92.8,0.7102,0.624,91.59,32388,4207
42.15,180.02,5.266,77.11,0.6321,0.6299,93.93,39840,51666
56.7,248.6,2.206,72.79,0.0362,0.9892,96.16,2264,97067
60.52,249.36,2.206,71.89,0.0242,1.0,96.25,1271,98150
54.27,214.79,2.779,66.03,0.0621,0.967,97.53,3220,97368
63.74,282.38,4.367,75.55,0.049,0.9826,95.85,2742,96196
63.94,233.88,4.394,65.01,0.5313,0.7816,96.28,23781,54478
83.08,364.34,4.412,85.23,0.1806,0.9509,94.51,7279,85305
88.81,408.65,8.884,95.61,1.4393,0.4756,89.87,59027,584
47.03,187.5,2.945,73.28,0.267,0.7957,95.81,17704,82378
79.89,331.75,8.495,86.44,1.0173,0.5539,91.56,35674,308
57.9,240.98,5.616,86.66,0.7313,0.6996,92.96,31742,37941
46.81,196.26,3.381,57.47,0.1841,1.0,97.05,11563,91430
60.93,258.06,4.597,63.83,0.1929,0.936,96.21,8358,89212
45.81,191.09,2.527,63.89,0.1893,0.8632,96.68,12577,88733
49.23,196.11,6.134,90.61,0.6347,0.3759,92.88,47786,12921
30.26,134.06,4.784,67.76,0.2232,0.6779,96.75,26477,85684
51.45,233.06,3.191,73.79,0.161,0.9592,96.56,8772,91741
66.79,271.48,7.981,87.89,0.9302,0.5399,91.49,51087,60
62.97,244.76,3.561,75.18,0.0366,1.0,95.28,1689,98341
56.55,261.06,5.245,80.99,0.6188,0.6719,93.45,36038,34383
81.26,343.43,5.223,83.46,0.5176,0.8307,94.21,17346,55568
88.41,339.49,8.543,88.59,1.1742,0.5955,91.26,39424,0
58.97,267.71,10.029,89.08,1.7881,0.4225,88.77,78709,0
78.76,309.36,8.126,84.04,1.116,0.5093,90.84,41593,0
56.29,229.21,3.105,78.63,0.3197,0.707,94.32,17500,74279
51.58,211.57,2.82,69.37,0.0718,0.9258,96.12,4910,94808
67.3,270.98,7.691,72.75,1.0147,0.6462,92.34,49251,0
48.73,219.78,2.628,87.19,0.2648,0.7941,94.52,18525,80120
10.0,72.05,2.152,48.14,0.009,0.9106,98.99,2349,99111
45.34,209.17,4.844,65.56,0.5831,0.6175,95.14,38088,49048
22.9,107.59,4.155,61.82,0.0696,0.7294,97.46,10353,96329
43.02,172.74,2.928,56.51,0.0202,0.9639,98.15,1504,99159
40.19,215.41,7.935,82.55,0.7682,0.3549,93.29,69914,147
40.29,178.37,3.712,87.5,0.2737,0.6079,94.09,19797,82030
31.07,153.47,2.769,65.53,0.0848,0.7564,97.38,9895,94957
28.42,107.58,3.922,67.35,0.366,0.6448,95.86,37804,79143
38.35,196.3,7.198,76.3,0.8811,0.4196,92.4,65121,9868
43.32,141.61,1.956,67.68,0.0001,1.0,95.42,9,100888
44.63,149.21,4.785,74.54,0.4799,0.7035,94.59,34928,60713
54.66,245.91,6.067,86.02,0.6437,0.5601,93.34,43703,16546
62.71,233.76,4.196,74.09,0.1196,0.8189,95.62,7069,90298
31.82,121.71,2.65,76.96,0.176,0.7521,94.59,20178,88876
34.26,142.29,3.134,57.73,0.0284,1.0,97.53,2806,98443
79.97,336.46,7.444,96.5,1.0452,0.6021,90.62,41201,668
63.63,305.57,7.987,95.72,1.4061,0.4467,89.98,56409,0
36.04,152.32,1.439,71.83,0.045,0.9577,96.69,3435,98559
27.44,87.47,5.012,79.31,0.504,0.4676,94.68,50860,65721
41.03,175.65,5.311,70.01,0.701,0.6199,93.3,44296,45681
45.44,178.32,3.637,65.59,0.2171,0.8321,96.92,12781,88967
62.27,255.87,5.064,81.65,0.8138,0.7632,92.88,35164,24089
10.0,50.0,1.242,47.28,0.0,0.9643,98.33,1,99816
32.64,153.45,7.311,78.67,0.9285,0.294,93.3,80558,4030
82.4,356.63,6.442,90.61,0.6191,0.6167,92.05,23981,20233
50.29,213.98,3.189,70.65,0.5689,0.8911,94.9,29054,64919
51.12,236.45,6.05,76.9,0.4486,0.5923,94.96,32778,50453
39.84,175.11,4.041,65.03,0.3395,0.7239,96.95,24723,79453
64.2,280.33,9.31,91.1,1.3849,0.3663,89.73,58298,0
17.53,50.0,2.644,64.85,0.168,0.6586,97.58,28225,93459
42.35,210.53,9.312,88.16,1.1337,0.2615,91.78,71501,196
12.54,50.0,3.358,61.22,0.1291,0.6089,96.37,26192,95649
49.64,193.72,2.124,60.97,0.1008,1.0,96.85,5630,95372
41.97,184.82,6.961,79.22,1.1359,0.3845,92.28,73450,0
20.66,70.14,3.73,68.85,0.2312,0.5982,96.13,34336,89075
68.19,270.2,6.055,80.47,0.8861,0.722,92.83,36043,5508
62.42,297.2,12.231,101.15,2.261,0.1897,86.16,100000,117
68.54,319.74,2.966,66.66,0.0568,1.0,96.53,2345,96993
22.88,92.23,3.323,58.75,0.1464,0.8615,97.16,16790,94615
31.93,125.27,2.564,63.58,0.0824,0.9807,97.07,8197,96320
71.64,289.53,5.034,81.81,0.6776,0.7001,93.77,29862,21624
64.59,210.75,7.945,87.06,1.2692,0.4163,90.67,49323,0
75.26,335.93,13.188,99.49,2.2951,0.2366,86.18,100000,40
